,Multiplicity,Group Num,Start Position,Product,Gene Name,Reactions
ykgS,1.8033390677602887,1.0,286208.0,No_gene_product,b4688,
ldrA,1.5505010602733258,2.0,1264640.0,"toxic polypeptide, small",b4419,
tfaR,1.802454452430432,3.0,1426667.0,Rac prophage; putative tail fiber assembly protein,b1373,
ynaE,1.7351218878233545,3.0,1428480.0,"cold shock protein, Rac prophage",b1375,
ydfK,1.781235915921786,4.0,1627328.0,"cold shock protein, function unknown, Qin prophage",b1544,
tfaQ,1.7784027375375544,4.0,1628566.0,Qin prophage; putative tail fibre assembly protein,b1546,
gatD,1.3959519485909828,5.0,2165313.0,"galactitol-1-phosphate dehydrogenase, Zn-dependent and NAD(P)-binding",b2091,frozenset({<Reaction GLTPD at 0x7fcfa691d4e0>})
gatB,1.4002219851800028,5.0,2167808.0,galactitol-specific enzyme IIB component of PTS,b2093,frozenset({<Reaction GALTptspp at 0x7fcfa696c048>})
gatA,1.3825998810443385,5.0,2168075.0,galactitol-specific enzyme IIA component of PTS,b2094,frozenset({<Reaction GALTptspp at 0x7fcfa696c048>})
gatZ,1.3673983316998266,5.0,2168832.0,"D-tagatose 1,6-bisphosphate aldolase 2, subunit",b2095,frozenset({<Reaction TGBPA at 0x7fcfa65a1630>})
gatY,1.374393732678842,5.0,2169828.0,"D-tagatose 1,6-bisphosphate aldolase 2, catalytic subunit",b2096,frozenset({<Reaction TGBPA at 0x7fcfa65a1630>})
fbaB,1.36218812695561,5.0,2170990.0,fructose-bisphosphate aldolase class I,b2097,frozenset({<Reaction FBA at 0x7fcfa6a53d68>})
yegU,1.4482703178814695,5.0,2173573.0,ADP-ribosylglycohydrolase family protein,b2099,
yegV,1.3862550709547372,5.0,2174976.0,putative kinase,b2100,
yegW,1.4692500579379777,5.0,2175513.0,putative DNA-binding transcriptional regulator,b2101,
rcnR,1.4329206332669124,5.0,2179072.0,transcriptional repressor of rcnA,b2105,
rcnA,1.4603578176537677,5.0,2179395.0,membrane protein conferring nickel and cobalt resistance,b2106,
yehA,1.4928511609369814,5.0,2181120.0,putative fimbrial-like adhesin protein,b2108,
yehB,1.4187004686823104,5.0,2181908.0,putative outer membrane protein,b2109,
yehC,1.5030996122975675,5.0,2184404.0,putative periplasmic pilin chaperone,b2110,
yehD,1.546756190023692,5.0,2185216.0,putative fimbrial-like adhesin protein,b2111,
yehE,1.6327772396460223,5.0,2186240.0,DUF2574 family protein,b2112,
mrp,1.3824148121675994,5.0,2187264.0,antiporter inner membrane protein,b2113,
metG,1.4495297343596416,5.0,2187778.0,methionyl-tRNA synthetase,b2114,frozenset({<Reaction METTRS at 0x7fcfa6803320>})
yehH,1.439603994979457,5.0,2189952.0,No_gene_product,b4499,
yehK,1.5181879809260133,5.0,2197504.0,uncharacterized protein,b4541,
yehL,1.3903612250947595,5.0,2198074.0,putative hexameric AAA+ MoxR family ATPase,b2119,
yehM,1.4172067022034025,5.0,2199173.0,uncharacterized protein,b2120,
yehP,1.3278621345490538,5.0,2201600.0,VMA domain putative YehL ATPase stimulator,b2121,
yehQ,1.4082675355634664,5.0,2203648.0,No_gene_product,b2122,
yehT,1.3726643216797645,5.0,2205721.0,putative response regulator in two-component system withYehU,b2125,
yehU,1.3351246514758064,5.0,2206437.0,inner membrane putative sensory kinase in two-component system with YehT,b2126,
yohO,1.5279972405226354,5.0,2209135.0,putative membrane protein,b4542,
yehW,1.4151416806209556,5.0,2209792.0,putative ABC transporter permease,b2128,"frozenset({<Reaction CHLabcpp at 0x7fcfa6b466a0>, <Reaction GLYBabcpp at 0x7fcfa692add8>})"
yehX,1.3388052731971234,5.0,2209959.0,putative ABC transporter ATPase,b2129,"frozenset({<Reaction CHLabcpp at 0x7fcfa6b466a0>, <Reaction GLYBabcpp at 0x7fcfa692add8>})"
yehY,1.4026025179014459,5.0,2211840.0,putative ABC transporter permease,b2130,"frozenset({<Reaction CHLabcpp at 0x7fcfa6b466a0>, <Reaction GLYBabcpp at 0x7fcfa692add8>})"
osmF,1.3663281263225657,5.0,2212042.0,putative ABC transporter periplasmic binding protein,b2131,"frozenset({<Reaction CHLabcpp at 0x7fcfa6b466a0>, <Reaction GLYBabcpp at 0x7fcfa692add8>})"
dld,1.3840387366867952,5.0,2215663.0,"D-lactate dehydrogenase, FAD-binding, NADH independent",b2133,"frozenset({<Reaction LDH_D at 0x7fcfa68821d0>, <Reaction LDH_D2 at 0x7fcfa6882278>})"
pbpG,1.355015048212954,5.0,2217984.0,D-alanyl-D-alanine endopeptidase,b2134,"frozenset({<Reaction MDDEP2pp at 0x7fcfa67e7588>, <Reaction MDDEP4pp at 0x7fcfa67e77b8>, <Reaction MDDEP3pp at 0x7fcfa67e7240>, <Reaction MDDEP1pp at 0x7fcfa67e71d0>})"
yohD,1.3427056524060037,5.0,2219279.0,DedA family inner membrane protein,b2136,
yohF,1.3580073327803521,5.0,2220032.0,putative oxidoreductase,b2137,
mdtQ,1.3757829491271287,5.0,2220801.0,No_gene_product,b2139,
yohP,1.4458430034538161,5.0,2222464.0,uncharacterized protein,b4679,
dusC,1.399900423213494,5.0,2222916.0,tRNA-dihydrouridine synthase C,b2140,
yohJ,1.3526423590549919,5.0,2224128.0,UPF0299 family inner membrane protein,b2141,
yohK,1.3337452380786157,5.0,2224497.0,LrgB family inner membrane protein,b2142,
cdd,1.4873023252640156,5.0,2226176.0,cytidine/deoxycytidine deaminase,b2143,"frozenset({<Reaction CYTD at 0x7fcfa6aa74a8>, <Reaction DCYTD at 0x7fcfa6ace0f0>})"
sanA,1.3609073889195296,5.0,2226356.0,DUF218 superfamily vancomycin high temperature exclusion protein,b2144,
yeiS,1.4852824049186546,5.0,2227200.0,DUF2542 family protein,b2145,
preA,1.4264497884590892,5.0,2228743.0,"dihydropyrimidine dehydrogenase, NADH-dependent, subunit C",b2147,frozenset({<Reaction DURADx at 0x7fcfa6a86828>})
mglC,1.3800119281051269,5.0,2230272.0,methyl-galactoside transporter subunit,b2148,"frozenset({<Reaction GALabcpp at 0x7fcfa696c710>, <Reaction GLCabcpp at 0x7fcfa6990860>})"
mglA,1.410453253713563,5.0,2231247.0,methyl-galactoside ABC transporter ATPase,b2149,"frozenset({<Reaction GALabcpp at 0x7fcfa696c710>, <Reaction GLCabcpp at 0x7fcfa6990860>})"
mglB,1.4644811947534009,5.0,2232828.0,methyl-galactoside transporter subunit,b2150,"frozenset({<Reaction GALabcpp at 0x7fcfa696c710>, <Reaction GLCabcpp at 0x7fcfa6990860>})"
galS,1.367172804707288,5.0,2234368.0,galactose- and fucose-inducible galactose regulon transcriptional isorepressor; mgl operon transcriptional repressor; autorepressor,b2151,
yeiG,1.410936194017336,5.0,2237388.0,S-formylglutathione hydrolase,b2154,frozenset({<Reaction SFGTHi at 0x7fcfa65de9e8>})
lysP,1.432702349215341,5.0,2240541.0,lysine transporter,b2156,frozenset({<Reaction LYSt2pp at 0x7fcfa682ed68>})
yeiE,1.3672721614180274,5.0,2242560.0,putative DNA-binding transcriptional regulator,b2157,
yeiH,1.374586640788809,5.0,2243195.0,UPF0324 family inner membrane protein,b2158,
yeiI,1.4965692907590853,5.0,2245178.0,putative kinase,b2160,
rihB,1.457249774759742,5.0,2247723.0,ribonucleoside hydrolase 2,b2162,"frozenset({<Reaction URIH at 0x7fcfa6594748>, <Reaction CYTDH at 0x7fcfa6aa7748>})"
yeiL,1.4681775552744647,5.0,2248833.0,putative transcriptional regulator,b2163,
psuK,1.3727610544708118,5.0,2251833.0,pseudouridine kinase,b2166,
fruA,1.3733278572795031,5.0,2253197.0,fused fructose-specific PTS enzymes: IIBcomponent/IIC components,b2167,frozenset({<Reaction FRUptspp at 0x7fcfa69a64a8>})
fruK,1.4133133522988994,5.0,2254905.0,fructose-1-phosphate kinase,b2168,frozenset({<Reaction FRUK at 0x7fcfa6997da0>})
